Funeral Home,Clean FH name for LP,,Landing Page Built,Buttons Completed,Zap,Mailchimp Template,Mailchimp Audience,Mailchimp complete,Mailchimp Audience name,Mailchimp Audience Id,New Landing page name,Form code added,Page Published in Leadpages,Page switched in Wordpress,Notes,,2022 Landing page Address,new lp core url,2023 NEW LP URL,Account Owner,Campaign Name,Campaign ID,NEW campaign ID,URL param,Counselor (Contact + Lead Owner),Contact ID,Lead Owner ID,Account ID,L2P?,Logo link,Logo above header,Header Link,Video Embed code,Email Customizations,LP Customizations,Automation Customizations,CC'd on Emails,Account Website,zapier identifier,Notes
Clay-Barnette Funeral Home - Shelby,Clay-Barnette Funeral Home,,✅,✅,,✅,✅,✅,Clay-Barnette-Landing Page,18a629e4ac,,,,✅,,,http://preplanafuneral.com/claybarnette,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=121,Suzanne Lundin,Internet Campaign - Clay-Barnette Funeral Home,7014O000000zDVo,7014O000001qGdp,121,Sarah Levy,0034O000035LT1P,0054O000009hmWT,001U000000oZPJt,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Clay-Barnette%20logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Clay.Barnette.LP.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.claybarnette.com,,
Edwards Funeral Home and Cremations,Edwards Funeral Home and Cremations,,✅,✅,,✅,✅,✅,Edwards- Landing Page,efc3c65f1c,,,,✅,,,http://preplanafuneral.com/edwards,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=127,Suzanne Lundin,Internet Campaign - Edwards Funeral Home,7014O000001SpCl,,127,Jimmy Sawyer,0034O00002scrSs,0054O0000091V3Z,0014O000025VEfu,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Edwards%20Logo%20%281%29.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Edwards.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.edwardsfhc.com,edwards-fh,
Holland Funeral Directors - Tupelo,Holland Funeral Directors,,✅,✅,,✅,✅,✅,Holland- Landing Page,3d9760f049,,,,✅,video unavailable,,www.preplanafuneral.com/holland,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=130,Beau Jarrell,Internet Campaign - Holland Funeral Directors,701U00000007pnZ,7014O000001qGci,130,Vicki Rushing,003U000000HgoUJ,0054O000008r18A,001U000000El1Zk,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Holland%20Funeral%20Directors%20Logo%20w_%20address.jpg,https://info.preplanafuneral.com/rs/852-LNK-689/images/Holland%20Funeral%20Directors%20Logo%20w_%20address.jpg,https://info.preplanafuneral.com/rs/852-LNK-689/images/Holland.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.hollandfuneraldirectors.com,holland-fh,
"Hooper, Huddleston, & Horner- Cookeville","Hooper, Huddleston, & Horner Funeral Home and Cremation Services",,✅,✅,,✅,✅,✅,"Hooper, Huddleston & Horner- Landing Page",367483f212,,,,✅,,,https://preplanafuneral.com/hhh,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=132,Sabrina Simmons,Internet Campaign- Hooper Huddleston & Horner,7014O000001Jfhg,7014O000001qGcb,132,Joe Harpe,0034O00002z4NIf,0054O000008r18A,001U0000006gRvs,,https://info.preplanafuneral.com/rs/852-LNK-689/images/hhhlogo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hooper-Huddleston%26Horner.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>","3 Buttons- TB, Cremation, POM Kit",,,,,,
Hultgren Funeral Home - Wheaton,Hultgren Funeral Home,,✅,✅,,✅,✅,✅,Hultgren- Landing Page,0eba4bc367,,,,✅,,,www.preplanafuneral.com/hultgren,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=133,Laura Coffey,Internet Campaign - Hultgren Funeral Home,701U0000000CIrJ,7014O000001qGd9,133,Darcy Kolschefski,003U000000J0DMu,0054O000008r18A,001U000000Ekz2n,,https://info.preplanafuneral.com/rs/852-LNK-689/images/HFH%20Logo%20from%20Yorke.jpg,https://info.preplanafuneral.com/rs/852-LNK-689/images/HFH%20Logo%20from%20Yorke.jpg,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hultgren.header.png,"<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823885048?h=ca2232b4d5&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Hultgren Funeral Home Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video - old old Connor vid,,,www.hultgrenfh.com,hultgren-fh-copy,
Imes Funeral Home & Crematory - Murray,Imes Funeral Home & Crematory,,✅,✅,,✅,✅,✅,Imes- Landing Page,505f1fb22b,,,,✅,,,http://preplanafuneral.com/imes,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=134,Sabrina Simmons,Internet Campaign - Imes Funeral Home & Crematory,7014O000001TJHl,7014O000001qGcs,134,Wendy Imes,0034O00002lrK6g,0054O000008r18A,001U0000006gRvt,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Imes%20Logo%202.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Imes.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,https://www.imesfuneralhome.com/,imes-fh,
Fredrickson Funeral Homes and Crematory- Woodruff Chapel,Fredrickson Funeral Homes and Crematory,,✅,✅,,✅,✅,✅,Jandt Fredrickson - Landing Page,7870a487d9,,,,✅,location?,,http://preplanafuneral.com/jandtfredrickson,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=138,Caryl Jermier,Internet Campaign - Jandt-Fredrickson,7014O000001J8IG,7014O000001qGd2,138,Margaret Fredrickson,0034O00002hHv75,0054O000006tUBi,0010B000022xCMQ,,https://info.preplanafuneral.com/rs/852-LNK-689/images/jandt-logo2.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Jandt.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.jandtfredrickson.com,jandt-fredrickson-fh,
McCoy-Blossom Funeral Home & Crematory - Troy,McCoy-Blossom Funeral Home & Crematory,,✅,✅,,✅,✅,✅,McCoy- Blossom- Landing Page,e53d21661b,,,,✅,,,http://preplanafuneral.com/mccoyblossom,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=142,Caryl Jermier,Internet Campaign - McCoy Blossom,7010B000001ROBY,7014O000001qGd4,142,Sarah M Horn,003U000001rmMom,0054O000008r18A,001U000001kIRzX,,https://info.preplanafuneral.com/rs/852-LNK-689/images/McCoy%20Blossom.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/McCoy.Blossom.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.mccoyblossomfh.com,mccoy-blossom-fh,
McNeece Morris Funeral Home - Fulton,McNeece Morris Funeral Home,,✅,✅,,✅,✅,✅,McNeece Morris- Landing Page,a0dfc4f42e,,,,✅,,,www.preplanafuneral.com/mcneecemorris,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=143,Sabrina Simmons,Internet Campaign - McNeece Morris,701U0000001EG0i,7014O000001qGcl,143,Steven B. McNeece,003U000001T0B7a,0054O000008r18A,001U000000NmxcZ,,https://info.preplanafuneral.com/rs/852-LNK-689/images/McNeece%20Morris%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/McNeece.Morris.header.png,"<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823882269?h=c02acd00a7&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""McNeece Morris Funeral Home Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video - old old Connor vid,,,www.mcneecemorrisfuneralhome.com,mcneece-and-morris-fh,
Noe Funeral Service,Noe Funeral Service,,✅,✅,,✅,✅,✅,Noe Funeral Service- Landing Page ,13e5b2ef4e,,,,,,,https://preplanafuneral.com/noe/,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=146,Suzanne Lundin,Internet Campaign-Noe Funeral Service,7014O000001hJPX,,146,Jimmy Sawyer,0034O00002vQrwz,0054O0000091V3Z,0014O00002KwPNR,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Noe%20Funeral%20Service%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Noe.Funeral.Service.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,
O'Quinn Peebles Phillips Funeral Home - Lillington,O'Quinn Peebles Phillips Funeral Home,,✅,✅,,✅,✅,✅,O'Quinn Peebles Phillips- Landing Page,a9d6d62539,,✅,✅,✅,,,www.preplanafuneral.com/oppfh,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=147,Suzanne Lundin,Internet Campaign - OQuinn Peebles Phillips,701U000000168Ox,7014O000001qGdk,147,David Thomas,0034O000035KzBE,0054O000009hh9J,001U000000vqLNq,,https://info.preplanafuneral.com/rs/852-LNK-689/images/O%27Quinn-Logo_colored.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/OQuinn.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video - old old Connor vid,,,www.oppfh.com,oquinn-fh,
Parkway Funeral Home - Trinity,Parkway Funeral Home,,✅,✅,,✅,✅,✅,Parkway- Landing Page,d5808f0549,,,,✅,video unavailable,,www.preplanafuneral.com/parkway,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=149,Connor Kilpatrick,Internet Campaign - Parkway Funeral Home,701U0000000CJaJ,7014O000001qGds,149,Michael Sherman,003U000000lUMIv,0054O000008r18A,001U0000006gRwM,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Parkway%20Logo%20from%20FB.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Parkway%20Logo%20from%20FB.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Parkway.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,http://www.parkwayfunerals.com/,parkway-fh,
Robert Barham Family Funeral Home - Meridian,Robert Barham Family Funeral Home,,✅,✅,,✅,✅,✅,Robert Barham- Landing Page,5567f60f70,,,,✅,,,www.preplanafuneral.com/robertbarham,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=151,Sabrina Simmons,Internet Campaign - Robert Barham,701U0000001EG33,7014O000001qGcp,151,Lashearer Merchant,003U000001e7vSE,0054O000008r18A,001U000000WC1ki,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Robert%20Barham%20Logo.jpeg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Robert.barham.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.robertbarhamffh.com,,
Rochester Cremation Services - Rochester,Rochester Cremation Services,,✅,✅,,✅,✅,✅,Rochester- Landing Page,2341bfd9fc,,,,✅,,,http://preplanafuneral.com/rochestercremationservices,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=152,Caryl Jermier,Internet Campaign - Rochester Cremation Services,7014O000001JEPV,7014O000001qGdS,152,Mike Johnson,0034O00002TFM8P,0054O000008r18A,0010B0000208xhc,,https://info.preplanafuneral.com/rs/852-LNK-689/images/RCS%20wreath%20black%207-14-20.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Rochester.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,http://rochestercremationservicesmn.com,rochester-fh,
Ronk Funeral Home - Alamo,Ronk Funeral Home,,✅,✅,,✅,✅,✅,Ronk- Landing Page,d6467779ad,,,,✅,,,www.preplanafuneral.com/ronk,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=154,Sabrina Simmons,Internet Campaign - Ronk Funeral Home,701U0000000CJfO,7014O000001qGcq,154,Lee Ronk,003U000001780Rv,0054O000008r18A,001U0000006gRw2,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Ronk%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Ronk.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.ronkfuneralhome.net,ronk-fh,
Sietsema-Atkinson Funeral Home - Hampton,Sietsema-Atkinson Funeral Home,,✅,✅,,✅,✅,✅,Sietsema Atkinson- Landing Page,c179539867,,,,✅,,,http://preplanafuneral.com/sietsema,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=159,Caryl Jermier,Internet Campaign - Sietsema-Atkinson,7014O000001TKW9,7014O000001qGe1,159,Todd Sietsema,0034O00002mzUEd,0054O000008r18A,0014O00002Gjihw,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Sietsema%20Atkinson%20from%20FB.jpeg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Sietsema.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,www.sietsemaatkinson.com,,
Strickland Funeral Home - Wendell,Strickland Funeral Home,,✅,✅,,✅,✅,✅,Strickland (Wendell)- Landing Page,1e912b4bd1,,✅,✅,✅,,,http://preplanafuneral.com/stricklandwendell,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=161,Suzanne Lundin,Internet Campaign - Strickland Funeral Home,701U0000000CJir,7014O000001qGdm,161,Sean Bannon,003U0000015XkOo,0054O000008r18A,001U000000voO6L,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Strickland-%20Wendell.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Strickland.wendell.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823856482?h=dabecaadf8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Strickland Funeral Home Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video,,,www.stricklandfuneral.com,strickland-fh-wendell,Needs new video 
Strickland Funeral Home & Crematory - Louisburg,Strickland Funeral Home & Crematory,,✅,✅,,✅,✅,✅,Strickland (Louisburg)- Landing Page,c517ed03b1,,✅,✅,✅,,,http://preplanafuneral.com/stricklandlouisburg,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=162,Suzanne Lundin,Internet Campaign - Strickland Funeral Home & Crematory,701U0000000CJj6,7014O000001qGdx,162,Tom Clancy,003U0000012Yobe,0054O000008r18A,001U000000rlAuY,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Strickland%20FH%20Louisburg%20Screen%20Shot%20from%20Web%20Site.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Strickland%20FH%20Louisburg%20Screen%20Shot%20from%20Web%20Site.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Strickland.louisburg.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823856949?h=8bf5218492&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Strickland FH &amp;amp; Crematory Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video - old old Connor vid,,,www.stricklandfuneralhome.net,strickland-fh,
Surls Funeral Home - Williams,Surls Funeral Home,,✅,✅,,✅,✅,✅,Surls- Landing Page,2a62540acb,,,,✅,,,http://preplanafuneral.com/surls,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=165,Caryl Jermier,Internet Campaign - Surl and Sietsema Funeral Home,7014O000001TK9j,7014O000001qGe0,165,Todd Sietsema,0034O00002lpeOc,0054O000008r18A,0014O00002FZHDU,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Surls%20Sietsema%20Logo%20from%20FB.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Surls.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,brittney@beaconsocial.com,surls.com,,
The Daleiden Mortuary - Aurora,The Daleiden Mortuary,,✅,✅,,✅,✅,✅,Daleiden Mortuary- Landing Page,ef3b7f8f87,,,,✅,,,http://preplanafuneral.com/daleiden,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=166,Laura Coffey,Internet Campaign - The Daleiden Mortuary,7010B000001lykP,7014O000001qGdD,166,Shauna Luthringer,0034O00002oP9Wz,0054O000008r18A,0010B00001wv73N,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Daleiden%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Daleiden.header.png,,Unique Signature- to schedule email in last line,no video,,,http://www.daleidenmortuary.com/,the-daleiden-mortuary,
Weymouth Funeral Home - Newport News,Weymouth Funeral Home,,✅,✅,,✅,✅,✅,Weymouth- Landing Page,27715478cb,,✅,✅,✅,,,www.preplanafuneral.com/weymouth,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=168,Benji Cumbie,Internet Campaign - Weymouth Funeral Home,701U0000000CJZa,7014O000001qGdH,168,Veronica Weymouth,003U000001Ce1PL,0054O000008r18A,001U0000016C0Is,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Weymouth%20Black%20logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Weymouth.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823881019?h=cac3c489a3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Weymouth Funeral Home Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,custom video - old old Connor vid,,,weymouthfuneralhome.com,weymouth-fh,
Jarrell Funeral Home,Jarrell Funeral Home,,,,,,,,,,,,,,,,,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=169,,,,7014O000001qGeA,169,Beau Jarrell,003U000000o9VHp,005U0000000IBmo,0014O00002KwStk,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Jarrell%20FH.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Jarrell%20FH.png,,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,
Watson Thomas Funeral Home and Crematory- Galesburg,Watson Thomas Funeral Home and Crematory,,✅,✅,,✅,✅,✅,Watson Thomas- Landing Page,469dda901d,,,,,,,http://preplanafuneral.com/watsonthomas,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=,https://info.preplanafuneral.com/2023-Landing-page-conversion.html?client_code=174,Caryl Jermier,Internet Campaign- Watson Thomas Funeral Home and Crematory,7014O000001FG0N,7014O000001qGcx,174,Bill Morris,0034O000034Df6z,0054O000009PXsI,0010B000024bkXS,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Watson%20Thomas%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Watson.thomas.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,
